Bait	Prey	PreyGene	Intensity	IntensitySum	AvgIntensity	NumReplicates	ctrlIntensity	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by	PreyGeneID	ctrlIntensitySum	AvgctrlIntensity
MEPCE	gi|10863889|gn|SART1:9092|	SART1	1.164	1.164	1.164	1	.	.	.	.	.	.	-0.389	0.000		9092	0	0
MEPCE	gi|4507873|gn|VBP1:7411|	VBP1	0.248	0.248	0.248	1	0.415	.	.	.	.	.	-0.281	0.000		7411	0.415	0.415
MEPCE	gi|19923315|gn|SHMT2:6472|	SHMT2	1.243	1.243	1.243	1	0.741	.	.	.	.	.	-4.155	0.000		6472	0.741	0.741
MEPCE	gi|382546190|gn|ATP5A1:498|	ATP5A1	1.046	1.046	1.046	1	0.550	.	.	.	.	.	-1.751	0.000		498	0.55	0.55
MEPCE	gi|19923969|gn|CCDC124:115098|	CCDC124	0.917	0.917	0.917	1	1.146	.	.	.	.	.	6.749	0.000		115098	1.146	1.146
MEPCE	gi|16579885|gn|RPL4:6124|	RPL4	2.549	2.549	2.549	1	0.418	.	.	.	.	.	-2.925	0.000		6124	0.418	0.418
MEPCE	P60712	ACTB	4.699	4.699	4.699	1	5.485	.	.	.	.	.	2.761	0.000		280979	5.485	5.485
MEPCE	gi|212549553|gn|ILF3:3609|	ILF3	0.772	0.772	0.772	1	1.121	.	.	.	.	.	6.741	0.000		3609	1.121	1.121
MEPCE	gi|105990514|gn|FLNB:2317|	FLNB	0.354	0.354	0.354	1	.	.	.	.	.	.	-0.118	0.000		2317	0	0
MEPCE	gi|20149594|gn|HSP90AB1:3326|	HSP90AB1	8.806	8.806	8.806	1	9.233	.	.	.	.	.	3.962	0.000		3326	9.233	9.233
MEPCE	gi|21361437|gn|HTATSF1:27336|	HTATSF1	0.147	0.147	0.147	1	.	.	.	.	.	.	-0.049	0.000		27336	0	0
MEPCE	gi|50593002|gn|SNRPA1:6627|	SNRPA1	0.570	0.570	0.570	1	0.639	.	.	.	.	.	-1.272	0.000		6627	0.639	0.639
MEPCE	gi|223890243|gn|RPL10:6134|	RPL10	1.364	1.364	1.364	1	0.851	.	.	.	.	.	-8.471	0.000		6134	0.851	0.851
MEPCE	gi|28872725|gn|PSMD11:5717|	PSMD11	1.068	1.068	1.068	1	1.409	.	.	.	.	.	3.115	0.000		5717	1.409	1.409
MEPCE	gi|15431293|gn|RPL15:6138|	RPL15	0.795	0.795	0.795	1	0.149	.	.	.	.	.	-0.417	0.000		6138	0.149	0.149
MEPCE	gi|116734847|gn|AGL:178|	AGL	0.549	0.549	0.549	1	0.431	.	.	.	.	.	-0.653	0.000		178	0.431	0.431
MEPCE	gi|41327773|gn|DDX46:9879|	DDX46	3.968	3.968	3.968	1	3.447	.	.	.	.	.	3.207	0.000		9879	3.447	3.447
MEPCE	gi|4506587|gn|RPA3:6119|	RPA3	0.385	0.385	0.385	1	0.260	.	.	.	.	.	-0.286	0.000		6119	0.26	0.26
MEPCE	gi|45593130|gn|GNL3:26354|	GNL3	0.220	0.220	0.220	1	.	.	.	.	.	.	-0.073	0.000		26354	0	0
MEPCE	gi|162329583|gn|CPSF6:11052|	CPSF6	1.080	1.080	1.080	1	0.966	.	.	.	.	.	-31.426	0.000		11052	0.966	0.966
MEPCE	gi|57863257|gn|TCP1:6950|	TCP1	1.654	1.654	1.654	1	2.091	.	.	.	.	.	2.242	0.000		6950	2.091	2.091
MEPCE	gi|224586882|gn|YBX3:8531|	YBX3	1.992	1.992	1.992	1	2.263	.	.	.	.	.	2.439	0.000		8531	2.263	2.263
MEPCE	gi|394582093|gn|MCM3:4172|	MCM3	0.790	0.790	0.790	1	0.512	.	.	.	.	.	-1.180	0.000		4172	0.512	0.512
MEPCE	gi|10800138|gn|HIST1H2BD:3017|	HIST1H2BD	0.457	0.457	0.457	1	0.273	.	.	.	.	.	-0.353	0.000		3017	0.273	0.273
MEPCE	gi|8923900|gn|CMAS:55907|	CMAS	2.308	2.308	2.308	1	0.212	.	.	.	.	.	-1.490	0.000		55907	0.212	0.212
MEPCE	gi|14165464|gn|PTBP1:5725|	PTBP1	0.531	0.531	0.531	1	2.545	.	.	.	.	.	0.568	0.000		5725	2.545	2.545
MEPCE	gi|217272892|gn|EFTUD2:9343|	EFTUD2	2.480	2.480	2.480	1	1.473	.	.	.	.	.	6.406	0.000		9343	1.473	1.473
MEPCE	gi|4506671|gn|RPLP2:6181|	RPLP2	3.009	3.009	3.009	1	0.840	.	.	.	.	.	-17.241	0.000		6181	0.84	0.84
MEPCE	gi|291575128|gn|LDHB:3945|	LDHB	1.826	1.826	1.826	1	2.038	.	.	.	.	.	2.565	0.000		3945	2.038	2.038
MEPCE	gi|223555975|gn|TPM4:7171|	TPM4	0.990	0.990	0.990	1	1.247	.	.	.	.	.	4.480	0.000		7171	1.247	1.247
MEPCE	gi|208973238|gn|YWHAZ:7534|	YWHAZ	2.589	2.589	2.589	1	2.838	.	.	.	.	.	2.482	0.000		7534	2.838	2.838
MEPCE	gi|4506605|gn|RPL23:9349|	RPL23	1.257	1.257	1.257	1	1.511	.	.	.	.	.	3.045	0.000		9349	1.511	1.511
MEPCE	gi|21536286|gn|CKB:1152|	CKB	2.838	2.838	2.838	1	3.376	.	.	.	.	.	2.333	0.000		1152	3.376	3.376
MEPCE	gi|4506699|gn|RPS21:6227|	RPS21	1.249	1.249	1.249	1	1.729	.	.	.	.	.	2.280	0.000		6227	1.729	1.729
MEPCE	gi|7669492|gn|GAPDH:2597|	GAPDH	5.916	5.916	5.916	1	5.580	.	.	.	.	.	3.441	0.000		2597	5.58	5.58
MEPCE	gi|5031635|gn|CFL1:1072|	CFL1	0.719	0.719	0.719	1	1.018	.	.	.	.	.	39.881	0.000		1072	1.018	1.018
MEPCE	gi|283135173|gn|FUS:2521|	FUS	4.691	4.691	4.691	1	3.947	.	.	.	.	.	3.417	0.000		2521	3.947	3.947
MEPCE	gi|4826998|gn|SFPQ:6421|	SFPQ	1.450	1.450	1.450	1	2.689	.	.	.	.	.	1.466	0.000		6421	2.689	2.689
MEPCE	gi|11559923|gn|EIF4H:7458|	EIF4H	0.369	0.369	0.369	1	0.739	.	.	.	.	.	-1.218	0.000		7458	0.739	0.739
MEPCE	gi|13904870|gn|RPS5:6193|	RPS5	2.445	2.445	2.445	1	2.033	.	.	.	.	.	3.446	0.000		6193	2.033	2.033
MEPCE	gi|300360505|gn|IPO8:10526|	IPO8	0.233	0.233	0.233	1	0.181	.	.	.	.	.	-0.136	0.000		10526	0.181	0.181
MEPCE	gi|5901922|gn|CDC37:11140|	CDC37	0.547	0.547	0.547	1	0.639	.	.	.	.	.	-1.219	0.000		11140	0.639	0.639
MEPCE	gi|4506701|gn|RPS23:6228|	RPS23	0.802	0.802	0.802	1	1.313	.	.	.	.	.	2.944	0.000		6228	1.313	1.313
MEPCE	gi|148664216|gn|SDE2:163859|	SDE2	0.777	0.777	0.777	1	.	.	.	.	.	.	-0.259	0.000		163859	0	0
MEPCE	gi|34740329|gn|HNRNPA3:220988|	HNRNPA3	0.914	0.914	0.914	1	1.074	.	.	.	.	.	12.815	0.000		220988	1.074	1.074
MEPCE	gi|13259508|gn|DCTN1:1639|	DCTN1	0.268	0.268	0.268	1	0.407	.	.	.	.	.	-0.298	0.000		1639	0.407	0.407
MEPCE	gi|15431306|gn|RPL8:6132|	RPL8	1.762	1.762	1.762	1	.	.	.	.	.	.	-0.589	0.000		6132	0	0
MEPCE	gi|166235169|gn|PRPF38B:55119|	PRPF38B	0.518	0.518	0.518	1	0.532	.	.	.	.	.	-0.822	0.000		55119	0.532	0.532
MEPCE	gi|5803167|gn|SF3A3:10946|	SF3A3	0.361	0.361	0.361	1	0.428	.	.	.	.	.	-0.426	0.000		10946	0.428	0.428
MEPCE	gi|4504505|gn|HSD17B4:3295|	HSD17B4	1.095	1.095	1.095	1	0.866	.	.	.	.	.	-7.591	0.000		3295	0.866	0.866
MEPCE	gi|315468527|gn|SERF2:10169|	SERF2	0.433	0.433	0.433	1	0.345	.	.	.	.	.	-0.406	0.000		10169	0.345	0.345
MEPCE	gi|50053795|gn|EIF4B:1975|	EIF4B	3.773	3.773	3.773	1	5.921	.	.	.	.	.	2.121	0.000		1975	5.921	5.921
MEPCE	gi|100913206|gn|DHX9:1660|	DHX9	2.439	2.439	2.439	1	1.608	.	.	.	.	.	5.133	0.000		1660	1.608	1.608
MEPCE	gi|194018537|gn|PRPSAP1:5635|	PRPSAP1	0.876	0.876	0.876	1	0.727	.	.	.	.	.	-2.751	0.000		5635	0.727	0.727
MEPCE	gi|7661958|gn|BCLAF1:9774|	BCLAF1	1.116	1.116	1.116	1	1.015	.	.	.	.	.	73.693	0.000		9774	1.015	1.015
MEPCE	gi|57242777|gn|MYCBP:26292|	MYCBP	0.615	0.615	0.615	1	1.128	.	.	.	.	.	5.113	0.000		26292	1.128	1.128
MEPCE	gi|151101235|gn|TINF2:26277|	TINF2	0.298	0.298	0.298	1	0.226	.	.	.	.	.	-0.200	0.000		26277	0.226	0.226
MEPCE	gi|164664518|gn|DDX6:1656|	DDX6	0.346	0.346	0.346	1	0.721	.	.	.	.	.	-1.060	0.000		1656	0.721	0.721
MEPCE	gi|32483377|gn|PRDX3:10935|	PRDX3	1.110	1.110	1.110	1	1.130	.	.	.	.	.	9.101	0.000		10935	1.13	1.13
MEPCE	gi|5730027|gn|KHDRBS1:10657|	KHDRBS1	1.683	1.683	1.683	1	1.674	.	.	.	.	.	3.268	0.000		10657	1.674	1.674
MEPCE	gi|38569421|gn|ACLY:47|	ACLY	1.999	1.999	1.999	1	1.816	.	.	.	.	.	3.352	0.000		47	1.816	1.816
MEPCE	gi|59859885|gn|RPSA:3921|	RPSA	3.018	3.018	3.018	1	4.179	.	.	.	.	.	2.110	0.000		3921	4.179	4.179
MEPCE	gi|19923142|gn|KPNB1:3837|	KPNB1	4.211	4.211	4.211	1	1.739	.	.	.	.	.	7.610	0.000		3837	1.739	1.739
MEPCE	gi|336176066|gn|RBM39:9584|	RBM39	2.431	2.431	2.431	1	2.402	.	.	.	.	.	2.774	0.000		9584	2.402	2.402
MEPCE	gi|260099723|gn|LDHA:3939|	LDHA	1.098	1.098	1.098	1	0.647	.	.	.	.	.	-2.523	0.000		3939	0.647	0.647
MEPCE	gi|4503471|gn|EEF1A1:1915|	EEF1A1	6.897	6.897	6.897	1	7.535	.	.	.	.	.	3.415	0.000		1915	7.535	7.535
MEPCE	gi|14141166|gn|PCBP2:5094|	PCBP2	0.491	0.491	0.491	1	0.566	.	.	.	.	.	-0.864	0.000		5094	0.566	0.566
MEPCE	gi|148352329|gn|SEPT7:989|	SEPT7	0.412	0.412	0.412	1	0.602	.	.	.	.	.	-0.810	0.000		989	0.602	0.602
MEPCE	gi|49472822|gn|EIF3G:8666|	EIF3G	1.324	1.324	1.324	1	10.010	.	.	.	.	.	0.575	0.000		8666	10.01	10.01
MEPCE	gi|42542379|gn|SRRM1:10250|	SRRM1	0.403	0.403	0.403	1	0.280	.	.	.	.	.	-0.317	0.000		10250	0.28	0.28
MEPCE	gi|4503529|gn|EIF4A1:1973|	EIF4A1	1.178	1.178	1.178	1	24.997	.	.	.	.	.	0.366	0.000		1973	24.997	24.997
MEPCE	gi|4506741|gn|RPS7:6201|	RPS7	3.239	3.239	3.239	1	3.556	.	.	.	.	.	2.553	0.000		6201	3.556	3.556
MEPCE	gi|24307879|gn|DYNC1I2:1781|	DYNC1I2	0.307	0.307	0.307	1	0.323	.	.	.	.	.	-0.272	0.000		1781	0.323	0.323
MEPCE	gi|18860916|gn|XRN2:22803|	XRN2	0.235	0.235	0.235	1	0.381	.	.	.	.	.	-0.243	0.000		22803	0.381	0.381
MEPCE	gi|155722983|gn|TRAP1:10131|	TRAP1	1.027	1.027	1.027	1	1.199	.	.	.	.	.	5.662	0.000		10131	1.199	1.199
MEPCE	gi|300244569|gn|SRSF11:9295|	SRSF11	1.712	1.712	1.712	1	1.909	.	.	.	.	.	2.647	0.000		9295	1.909	1.909
MEPCE	gi|40807485|gn|PRPF6:24148|	PRPF6	1.412	1.412	1.412	1	.	.	.	.	.	.	-0.472	0.000		24148	0	0
MEPCE	gi|166197710|gn|LSM14A:26065|	LSM14A	1.832	1.832	1.832	1	2.021	.	.	.	.	.	2.605	0.000		26065	2.021	2.021
MEPCE	gi|5902102|gn|SNRPD1:6632|	SNRPD1	1.229	1.229	1.229	1	2.377	.	.	.	.	.	1.420	0.000		6632	2.377	2.377
MEPCE	gi|11968182|gn|RPS18:6222|	RPS18	3.358	3.358	3.358	1	2.555	.	.	.	.	.	3.580	0.000		6222	2.555	2.555
MEPCE	gi|4504901|gn|KPNA4:3840|	KPNA4	0.911	0.911	0.911	1	0.246	.	.	.	.	.	-0.650	0.000		3840	0.246	0.246
MEPCE	gi|33239445|gn|EIF3B:8662|	EIF3B	0.637	0.637	0.637	1	7.928	.	.	.	.	.	0.308	0.000		8662	7.928	7.928
MEPCE	ENSEMBL:ENSBTAP00000038253	ENSEMBL:ENSBTAP00000038253	0.597	0.597	0.597	1	.	.	.	.	.	.	-0.199	0.000			0	0
MEPCE	gi|5031755|gn|HNRNPR:10236|	HNRNPR	1.853	1.853	1.853	1	0.943	.	.	.	.	.	-31.423	0.000		10236	0.943	0.943
MEPCE	gi|365192532|gn|MYH10:4628|	MYH10	1.552	1.552	1.552	1	1.849	.	.	.	.	.	2.525	0.000		4628	1.849	1.849
MEPCE	gi|83700235|gn|EIF4A2:1974|	EIF4A2	1.178	1.178	1.178	1	30.396	.	.	.	.	.	0.345	0.000		1974	30.396	30.396
MEPCE	gi|24430151|gn|PSMC1:5700|	PSMC1	1.259	1.259	1.259	1	1.738	.	.	.	.	.	2.279	0.000		5700	1.738	1.738
MEPCE	gi|7705431|gn|TMA7:51372|	TMA7	1.778	1.778	1.778	1	1.495	.	.	.	.	.	4.425	0.000		51372	1.495	1.495
MEPCE	gi|34147630|gn|TUFM:7284|	TUFM	1.032	1.032	1.032	1	1.223	.	.	.	.	.	5.134	0.000		7284	1.223	1.223
MEPCE	gi|188497756|gn|UBAP2L:9898|	UBAP2L	1.476	1.476	1.476	1	1.826	.	.	.	.	.	2.450	0.000		9898	1.826	1.826
MEPCE	gi|22538465|gn|PSMB3:5691|	PSMB3	0.685	0.685	0.685	1	0.843	.	.	.	.	.	-4.000	0.000		5691	0.843	0.843
MEPCE	gi|5174529|gn|MAT2A:4144|	MAT2A	0.387	0.387	0.387	1	0.405	.	.	.	.	.	-0.427	0.000		4144	0.405	0.405
MEPCE	gi|30795212|gn|IGF2BP3:10643|	IGF2BP3	0.109	0.109	0.109	1	0.665	.	.	.	.	.	-0.268	0.000		10643	0.665	0.665
MEPCE	gi|108773782|gn|ABCE1:6059|	ABCE1	0.219	0.219	0.219	1	0.706	.	.	.	.	.	-0.629	0.000		6059	0.706	0.706
MEPCE	gi|349732256|gn|TXN:7295|	TXN	0.621	0.621	0.621	1	0.478	.	.	.	.	.	-0.841	0.000		7295	0.478	0.478
MEPCE	gi|4503521|gn|EIF3E:3646|	EIF3E	0.985	0.985	0.985	1	7.170	.	.	.	.	.	0.500	0.000		3646	7.17	7.17
MEPCE	gi|145580626|gn|E2F7:144455|	E2F7	0.471	0.471	0.471	1	0.339	.	.	.	.	.	-0.435	0.000		144455	0.339	0.339
MEPCE	gi|40254924|gn|LRRC59:55379|	LRRC59	1.206	1.206	1.206	1	0.642	.	.	.	.	.	-2.720	0.000		55379	0.642	0.642
MEPCE	gi|24431950|gn|PRPF4:9128|	PRPF4	4.301	4.301	4.301	1	.	.	.	.	.	.	-1.437	0.000		9128	0	0
MEPCE	gi|83281438|gn|EIF3J:8669|	EIF3J	0.202	0.202	0.202	1	4.016	.	.	.	.	.	0.145	0.000		8669	4.016	4.016
MEPCE	gi|55956919|gn|HNRNPAB:3182|	HNRNPAB	1.181	1.181	1.181	1	1.002	.	.	.	.	.	513.938	0.000		3182	1.002	1.002
MEPCE	gi|4758556|gn|PRPF3:9129|	PRPF3	4.164	4.164	4.164	1	.	.	.	.	.	.	-1.391	0.000		9129	0	0
MEPCE	gi|4506725|gn|RPS4X:6191|	RPS4X	3.364	3.364	3.364	1	3.369	.	.	.	.	.	2.770	0.000		6191	3.369	3.369
MEPCE	gi|4503519|gn|EIF3F:8665|	EIF3F	0.933	0.933	0.933	1	8.438	.	.	.	.	.	0.437	0.000		8665	8.438	8.438
MEPCE	gi|316983124|gn|RPL36A:6173|	RPL36A	0.661	0.661	0.661	1	0.314	.	.	.	.	.	-0.570	0.000		6173	0.314	0.314
MEPCE	gi|4506331|gn|PTS:5805|	PTS	0.840	0.840	0.840	1	1.028	.	.	.	.	.	30.421	0.000		5805	1.028	1.028
MEPCE	gi|4507677|gn|HSP90B1:7184|	HSP90B1	3.972	3.972	3.972	1	3.634	.	.	.	.	.	3.078	0.000		7184	3.634	3.634
MEPCE	gi|116812577|gn|LUC7L2:51631|	LUC7L2	4.680	4.680	4.680	1	3.866	.	.	.	.	.	3.461	0.000		51631	3.866	3.866
MEPCE	gi|10863927|gn|PPIA:5478|	PPIA	0.923	0.923	0.923	1	0.702	.	.	.	.	.	-2.603	0.000		5478	0.702	0.702
MEPCE	gi|321117267|gn|HSPE1-MOB4:100529241|	HSPE1-MOB4	0.300	0.300	0.300	1	0.313	.	.	.	.	.	-0.258	0.000		100529241	0.313	0.313
MEPCE	gi|14277700|gn|RPS12:6206|	RPS12	1.927	1.927	1.927	1	1.363	.	.	.	.	.	6.222	0.000		6206	1.363	1.363
MEPCE	gi|38149981|gn|SNRPB2:6629|	SNRPB2	0.142	0.142	0.142	1	0.192	.	.	.	.	.	-0.086	0.000		6629	0.192	0.192
MEPCE	gi|20127408|gn|HADHA:3030|	HADHA	0.095	0.095	0.095	1	0.182	.	.	.	.	.	-0.056	0.000		3030	0.182	0.182
MEPCE	gi|4758304|gn|PDIA4:9601|	PDIA4	0.176	0.176	0.176	1	0.251	.	.	.	.	.	-0.127	0.000		9601	0.251	0.251
MEPCE	gi|5454064|gn|RBM14:10432|	RBM14	1.296	1.296	1.296	1	0.927	.	.	.	.	.	-17.063	0.000		10432	0.927	0.927
MEPCE	gi|4758158|gn|SEPT2:4735|	SEPT2	0.487	0.487	0.487	1	0.484	.	.	.	.	.	-0.671	0.000		4735	0.484	0.484
MEPCE	gi|29837655|gn|POLDIP3:84271|	POLDIP3	0.253	0.253	0.253	1	0.309	.	.	.	.	.	-0.215	0.000		84271	0.309	0.309
MEPCE	gi|4502747|gn|CDK9:1025|	CDK9	3.455	3.455	3.455	1	.	.	.	.	.	.	-1.154	0.000		1025	0	0
MEPCE	gi|4759160|gn|SNRPD3:6634|	SNRPD3	2.765	2.765	2.765	1	1.643	.	.	.	.	.	5.571	0.000		6634	1.643	1.643
MEPCE	gi|10863945|gn|XRCC5:7520|	XRCC5	3.171	3.171	3.171	1	1.911	.	.	.	.	.	4.896	0.000		7520	1.911	1.911
MEPCE	gi|21361875|gn|LTV1:84946|	LTV1	0.285	0.285	0.285	1	0.214	.	.	.	.	.	-0.185	0.000		84946	0.214	0.214
MEPCE	ENSEMBL:ENSBTAP00000016242	ENSEMBL:ENSBTAP00000016242	7.606	7.606	7.606	1	9.058	.	.	.	.	.	3.452	0.000			9.058	9.058
MEPCE	gi|4505995|gn|PPM1B:5495|	PPM1B	3.122	3.122	3.122	1	2.924	.	.	.	.	.	2.910	0.000		5495	2.924	2.924
MEPCE	gi|16507237|gn|HSPA5:3309|	HSPA5	1.926	1.926	1.926	1	2.057	.	.	.	.	.	2.670	0.000		3309	2.057	2.057
MEPCE	gi|6005814|gn|STK38:11329|	STK38	4.195	4.195	4.195	1	5.214	.	.	.	.	.	2.540	0.000		11329	5.214	5.214
MEPCE	gi|16117794|gn|RPL36:25873|	RPL36	0.591	0.591	0.591	1	.	.	.	.	.	.	-0.197	0.000		25873	0	0
MEPCE	gi|31542947|gn|HSPD1:3329|	HSPD1	2.756	2.756	2.756	1	3.364	.	.	.	.	.	2.272	0.000		3329	3.364	3.364
MEPCE	gi|207113160|gn|TCOF1:6949|	TCOF1	0.674	0.674	0.674	1	.	.	.	.	.	.	-0.225	0.000		6949	0	0
MEPCE	gi|23510356|gn|RIOK1:83732|	RIOK1	1.155	1.155	1.155	1	1.183	.	.	.	.	.	6.871	0.000		83732	1.183	1.183
MEPCE	gi|4758504|gn|HSD17B10:3028|	HSD17B10	1.243	1.243	1.243	1	1.080	.	.	.	.	.	16.166	0.000		3028	1.08	1.08
MEPCE	gi|186928854|gn|MRPS31:10240|	MRPS31	0.344	0.344	0.344	1	.	.	.	.	.	.	-0.115	0.000		10240	0	0
MEPCE	gi|25777600|gn|PSMD1:5707|	PSMD1	0.528	0.528	0.528	1	0.600	.	.	.	.	.	-1.033	0.000		5707	0.6	0.6
MEPCE	gi|20911035|gn|PPIL4:85313|	PPIL4	1.452	1.452	1.452	1	0.314	.	.	.	.	.	-1.255	0.000		85313	0.314	0.314
MEPCE	gi|4503509|gn|EIF3A:8661|	EIF3A	0.853	0.853	0.853	1	10.608	.	.	.	.	.	0.361	0.000		8661	10.608	10.608
MEPCE	gi|4505753|gn|PGAM1:5223|	PGAM1	0.260	0.260	0.260	1	0.417	.	.	.	.	.	-0.297	0.000		5223	0.417	0.417
MEPCE	gi|207452735|gn|EPPK1:83481|	EPPK1	0.987	0.987	0.987	1	0.673	.	.	.	.	.	-2.495	0.000		83481	0.673	0.673
MEPCE	gi|4885377|gn|HIST1H1D:3007|	HIST1H1D	4.232	4.232	4.232	1	3.351	.	.	.	.	.	3.500	0.000		3007	3.351	3.351
MEPCE	gi|238776833|gn|ALYREF:10189|	ALYREF	2.445	2.445	2.445	1	1.914	.	.	.	.	.	3.765	0.000		10189	1.914	1.914
MEPCE	gi|7657441|gn|PDAP1:11333|	PDAP1	1.778	1.778	1.778	1	1.859	.	.	.	.	.	2.868	0.000		11333	1.859	1.859
MEPCE	gi|4826898|gn|PFN1:5216|	PFN1	1.457	1.457	1.457	1	1.785	.	.	.	.	.	2.514	0.000		5216	1.785	1.785
MEPCE	gi|17298690|gn|PUF60:22827|	PUF60	2.395	2.395	2.395	1	2.310	.	.	.	.	.	2.860	0.000		22827	2.31	2.31
MEPCE	gi|23510338|gn|UBA1:7317|	UBA1	1.121	1.121	1.121	1	1.719	.	.	.	.	.	2.069	0.000		7317	1.719	1.719
MEPCE	gi|209869993|gn|GART:2618|	GART	0.477	0.477	0.477	1	0.619	.	.	.	.	.	-0.993	0.000		2618	0.619	0.619
MEPCE	gi|14149807|gn|NSRP1:84081|	NSRP1	0.597	0.597	0.597	1	0.546	.	.	.	.	.	-0.987	0.000		84081	0.546	0.546
MEPCE	gi|54607053|gn|GCN1L1:10985|	GCN1L1	0.266	0.266	0.266	1	0.317	.	.	.	.	.	-0.231	0.000		10985	0.317	0.317
MEPCE	gi|4757900|gn|CALR:811|	CALR	0.460	0.460	0.460	1	1.235	.	.	.	.	.	2.178	0.000		811	1.235	1.235
MEPCE	gi|20270371|gn|CMBL:134147|	CMBL	1.428	1.428	1.428	1	2.491	.	.	.	.	.	1.564	0.000		134147	2.491	2.491
MEPCE	gi|312284072|gn|RPS17L:100505503|	RPS17L	1.305	1.305	1.305	1	2.101	.	.	.	.	.	1.757	0.000		100505503	2.101	2.101
MEPCE	gi|343887347|gn|CD2BP2:10421|	CD2BP2	0.179	0.179	0.179	1	0.163	.	.	.	.	.	-0.099	0.000		10421	0.163	0.163
MEPCE	gi|7427519|gn|MCM6:4175|	MCM6	1.217	1.217	1.217	1	1.064	.	.	.	.	.	19.560	0.000		4175	1.064	1.064
MEPCE	gi|395132436|gn|RPL18:6141|	RPL18	2.005	2.005	2.005	1	0.321	.	.	.	.	.	-1.767	0.000		6141	0.321	0.321
MEPCE	gi|32189394|gn|ATP5B:506|	ATP5B	0.920	0.920	0.920	1	0.281	.	.	.	.	.	-0.725	0.000		506	0.281	0.281
MEPCE	gi|29788768|gn|TUBB2B:347733|	TUBB2B	4.798	4.798	4.798	1	5.886	.	.	.	.	.	2.707	0.000		347733	5.886	5.886
MEPCE	gi|14141152|gn|HNRNPM:4670|	HNRNPM	2.475	2.475	2.475	1	2.330	.	.	.	.	.	2.925	0.000		4670	2.33	2.33
MEPCE	gi|4826686|gn|DDX1:1653|	DDX1	1.115	1.115	1.115	1	2.008	.	.	.	.	.	1.599	0.000		1653	2.008	2.008
MEPCE	gi|4507129|gn|SNRPE:6635|	SNRPE	0.426	0.426	0.426	1	.	.	.	.	.	.	-0.142	0.000		6635	0	0
MEPCE	gi|70995211|gn|ECH1:1891|	ECH1	0.912	0.912	0.912	1	0.817	.	.	.	.	.	-4.498	0.000		1891	0.817	0.817
MEPCE	gi|195539395|gn|PSMC6:5706|	PSMC6	0.571	0.571	0.571	1	0.867	.	.	.	.	.	-4.004	0.000		5706	0.867	0.867
MEPCE	gi|66933016|gn|IMPDH2:3615|	IMPDH2	0.318	0.318	0.318	1	0.161	.	.	.	.	.	-0.174	0.000		3615	0.161	0.161
MEPCE	gi|66346683|gn|SERBP1:26135|	SERBP1	0.534	0.534	0.534	1	0.309	.	.	.	.	.	-0.454	0.000		26135	0.309	0.309
MEPCE	gi|31621305|gn|LRPPRC:10128|	LRPPRC	1.854	1.854	1.854	1	1.685	.	.	.	.	.	3.555	0.000		10128	1.685	1.685
MEPCE	gi|4758138|gn|DDX5:1655|	DDX5	2.617	2.617	2.617	1	3.501	.	.	.	.	.	2.089	0.000		1655	3.501	3.501
MEPCE	gi|32481209|gn|MAPKAPK2:9261|	MAPKAPK2	0.436	0.436	0.436	1	0.362	.	.	.	.	.	-0.429	0.000		9261	0.362	0.362
MEPCE	gi|126032350|gn|PRKDC:5591|	PRKDC	2.859	2.859	2.859	1	1.934	.	.	.	.	.	4.335	0.000		5591	1.934	1.934
MEPCE	gi|381342476|gn|HNRNPH1:3187|	HNRNPH1	1.977	1.977	1.977	1	2.011	.	.	.	.	.	2.829	0.000		3187	2.011	2.011
MEPCE	gi|53759134|gn|ENDOG:2021|	ENDOG	3.634	3.634	3.634	1	.	.	.	.	.	.	-1.214	0.000		2021	0	0
MEPCE	gi|4758356|gn|FEN1:2237|	FEN1	0.306	0.306	0.306	1	0.360	.	.	.	.	.	-0.299	0.000		2237	0.36	0.36
MEPCE	gi|4506221|gn|PSMD12:5718|	PSMD12	0.684	0.684	0.684	1	0.535	.	.	.	.	.	-1.094	0.000		5718	0.535	0.535
MEPCE	gi|5031923|gn|MRE11A:4361|	MRE11A	0.265	0.265	0.265	1	0.208	.	.	.	.	.	-0.169	0.000		4361	0.208	0.208
MEPCE	gi|148746199|gn|RPL31:6160|	RPL31	2.149	2.149	2.149	1	1.573	.	.	.	.	.	4.742	0.000		6160	1.573	1.573
MEPCE	gi|33356547|gn|MCM2:4171|	MCM2	0.963	0.963	0.963	1	0.951	.	.	.	.	.	-19.082	0.000		4171	0.951	0.951
MEPCE	gi|178557739|gn|C4B:721|	C4B	0.354	0.354	0.354	1	0.314	.	.	.	.	.	-0.305	0.000		721	0.314	0.314
MEPCE	gi|193794814|gn|ALDOA:226|	ALDOA	2.024	2.024	2.024	1	4.932	.	.	.	.	.	1.268	0.000		226	4.932	4.932
MEPCE	gi|148664201|gn|CKAP2:26586|	CKAP2	0.114	0.114	0.114	1	.	.	.	.	.	.	-0.038	0.000		26586	0	0
MEPCE	gi|7706322|gn|C14orf166:51637|	C14orf166	1.092	1.092	1.092	1	1.930	.	.	.	.	.	1.660	0.000		51637	1.93	1.93
MEPCE	gi|301171467|gn|DDX3X:1654|	DDX3X	2.833	2.833	2.833	1	8.265	.	.	.	.	.	1.341	0.000		1654	8.265	8.265
